"Id_Encuesta","Id_Encuestado","LOCALIDAD","P1.1 Rango de edad","ESTRATO","P1. ¿Cuántos años tiene? (ENC: ANOTE LA EDAD EXACTA Y TAMBIEN SELECCIONE EL RANGO)","P2","P6","P7","P106","P102","PERCEPCION","P109","P111","P112","P117_1","P117_2","P117_3","P121","P122","P123","P447_1","P447_2","P447_3","P447_4","P447_5","P447_6","P128","P203","P204_A","P204_B","P204_C","P204_D","P204_E","P204_F","P204_G","P204_H","P204_I","P204_J","P204_K","P204_L","P204_M","P204_N","P204_O","P204_P","P204_Q","P204_R","P238_1","P238_2","P238_3","P214_1","P214_2","P214_3","P214_4","P214_5","P214_6","P214_7","P214_8","P214_9","P214_10","P214_11","P214_12","P214_13","P214_14","P214_15","P214_16","P214_17","P214_18","P206_1","P206_2","P206_3","P206_4","P206_5","P206_6","P206_7","P206_8","P206_9","P206_10","P206_11","P206_12","P206_13","P206_14","P206_15","P206_16","P206_17","P206_18","P209_1","P209_2","P209_3","P209_4","P209_5","P209_6","P209_7","P209_8","P209_9","P209_10","P209_11","P209_12","P209_13","P209_14","P209_15","P209_16","P209_17","P209_18","P204_1_1_A","P204_1_1_B","P204_1_1_C","P204_1_1_D","P204_1_1_E","P204_1_1_F","P204_1_1_G","P207","P208","P208_A","P208_B","P208_C...116","P208_C...117","P208_E","P208_F","P208_O","P208_OTRO","P230","P233","P234","P234_A","P234_B","P234_C","P234_D","P234_E","P234_F","P234_G","P234_H","P234_I","P234_K","P234_L","P234_M","P234_N","P234_O","P234_P","P234_Q","P234_R","P234_S","P234_T","P234_U","P234_V","P304","P305","P308","P310_1","P310_2","P311.1. Decisiones de libertad (medidas de aseguramiento, detención domiciliaria, medida intramural y prisión domiciliaria)","P450_A","P450_B","P450_C","P450_D","P450_E","P405","P407","P407_A","P407_B","P407_C","P407_1","P412_A","P412_B","P412_C","P412_D","P412_E","P412_F","P417","P418","P421","P444.","CLAVE","FEX"
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1709,"Ciudad Bolivar","De 46 a 55 años","Estrato 1",50,"Esposo(a) o compañero(a)","Desempleado","Femenino","Ha Aumentado","Inseguro","1","Calles","Inseguro","9. Exposición a miradas obscenas, piropos y manoseos (acoso sexual)","Vandalismo","Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Venta de drogas","No","No","1. Por la inestabilidad social (vandalismo, asonadas)","Si","Si","Si","No Aplica","Si","Si","Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Si",NA,"Si","Si","No","No","No","Si","Si","Si","No","Si","Si","Si","Si","No","No","Si","No","No","No","Si","Si","No tuve relación","No",NA,"Generar políticas de reactivación económica","Aumentar las penas","3. Ni bueno ni malo","3. Ni bueno ni malo","2. Malo","2. Malo","2. Malo","3. Regular","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","Ciudad BolivarEstrato 1",1536.55350191571
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1710,"Kennedy","De 26 a 35 años","Estrato 2",35,"Jefe(a)","Empleado","Masculino","Ha Aumentado","Inseguro","1","Calles","Muy Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Vandalismo ","Venta de drogas","Si","No","5. Por el abuso de autoridad","Si","Si","No Aplica","No Aplica","No","Si","Noticieros de televisión","Si","Si","No","No","No","No","Si","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Raponazo Atraco","No","No","Sí","No","No","Sí","Arma blanca (cuchillo, navaja)","Billetera Celular Dinero Documentos","Sí","Sí","Sí","Sí","No","No","No",NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Generar políticas de reactivación económica","Mejorar la justicia","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Pésimo","Si sabe",NA,"Si","Si","No","Todos los días","1 Muy mala","1 Muy mala","1 Muy mala","1 Muy mala","1 Muy mala","1 Muy mala","Si",2,"1 Muy Mal","Si","KennedyEstrato 2",1540.17507582938
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1711,"Ciudad Bolivar","De 18 a 25 años","Estrato 1",20,"Jefe(a)","Desempleado","Masculino","Ha disminuido","Seguro","1","Ciclo Rutas","Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Trata de personas","Vandalismo ","Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","No","No","4. Por la corrupción","Si","No","No","No Aplica","No","Si","Páginas oficiales en internet (Alcaldía, Fiscalía, Policía, Medicina legal)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Aumentar las penas","Aumentar la inversión social","2. Malo","3. Ni bueno ni malo","2. Malo","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Regular","No Sabe",NA,NA,NA,NA,"Todos los días",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si","Ciudad BolivarEstrato 1",1536.55350191571
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1712,"Ciudad Bolivar","De 26 a 35 años","Estrato 1",31,"Jefe(a)","Desempleado","Femenino","Ha Aumentado","Seguro","1","Ciclo Vías","Inseguro","5. Factores conflictividad que afecten el sistema (Barras futboleras, colados, intolerancia, protestas, bloqueos, vandalismo)","Feminicidio (Asesinato de mujeres)","Trata de personas ","Violencia Intrafamiliar","No","Si",NA,NA,NA,NA,NA,NA,NA,"Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Si",NA,"No","Si","Si","No","Si","No","Si","No","No","No","No","Si","No","No","No","No","No","Si","No","No","Si","Bueno","No",NA,"Generar políticas de reactivación económica","Acabar con la corrupción en
la policía","1. Muy Malo","2. Malo","1. Muy Malo","2. Malo","1. Muy Malo","4. Bueno","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","Ciudad BolivarEstrato 1",1536.55350191571
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1713,"Engativá","De 36 a 45 años","Estrato 3",36,"Esposo(a) o compañero(a)","Empleado","Femenino","Ha Aumentado","Inseguro","1","Semáforos","Ni seguro ni inseguro",NA,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Violencia Sexual","Violencia Intrafamiliar","Si","Si",NA,NA,NA,NA,NA,NA,NA,"Experiencia personal","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Aumentar la inversión social","Generar políticas de reactivación económica","2. Malo","3. Ni bueno ni malo","3. Ni bueno ni malo","2. Malo","3. Ni bueno ni malo","4. Bueno","No Sabe",NA,NA,NA,NA,"Todos los días",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si","EngativáEstrato 3",1537.52756936416
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1714,"Ciudad Bolivar","De 18 a 25 años","Estrato 1",20,"Hermano(a)","Empleado","Femenino","Ha disminuido","Seguro","0","Parques","Seguro",NA,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Secuestro","Trata de personas ","No","Si",NA,NA,NA,NA,NA,NA,NA,"Páginas oficiales en internet (Alcaldía, Fiscalía, Policía, Medicina legal)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bueno","No",NA,"Acabar con la corrupción en
la policía","Generar políticas de reactivación económica","5. Muy bueno","5. Muy bueno","5. Muy bueno","5. Muy bueno","5. Muy bueno","5 Excelente","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","Ciudad BolivarEstrato 1",1536.55350191571
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1715,"Engativá","Más de 55 años","Estrato 2",63,"Jefe(a)","Pensionado","Masculino","Ha Aumentado","Inseguro","1","Puentes Vehiculares","Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Vandalismo ","Hurto a residencias","Si","No","4. Por la corrupción","Si","Si","Si","Si","Si","Si","Experiencias de familiares","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bueno","No",NA,"Acabar con la corrupción en
la policía","Aumentar las penas","2. Malo","2. Malo","1. Muy Malo","3. Ni bueno ni malo","1. Muy Malo","3. Regular","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","EngativáEstrato 2",1553.87222033898
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1716,"Engativá","De 36 a 45 años","Estrato 3",42,"Esposo(a) o compañero(a)","Hogar","Femenino","Ha Aumentado","Seguro","1","Semáforos","Inseguro","2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto a residencias","Violencia Intrafamiliar","No","Si",NA,NA,NA,NA,NA,NA,NA,"Páginas oficiales en internet (Alcaldía, Fiscalía, Policía, Medicina legal)","Si","No","No","No","Si","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Construir más cárceles","2. Malo","3. Ni bueno ni malo","1. Muy Malo","2. Malo","3. Ni bueno ni malo","4. Bueno","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"Si",1,"5 Muy bien","No","EngativáEstrato 3",1537.52756936416
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1717,"Kennedy","Más de 55 años","Estrato 4",56,"Jefe(a)","Empleado","Femenino","Ha Aumentado","Inseguro","1","Calles","Muy Inseguro","2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Homicidio","Venta de drogas","Si","No","3. Por la falta de confianza en las instituciones","Si","No Aplica","Si","No Aplica","Si","No Aplica","Radio","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","Si",NA,"Si","Si","Si","No","No","No","No","Si","Si","Si","Si","Si","Si","No","No","No","No","No","No","Si","Si","No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Mejorar la justicia","3. Ni bueno ni malo","3. Ni bueno ni malo","2. Malo","1. Muy Malo","1. Muy Malo","4. Bueno","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si","KennedyEstrato 4",1539.20159375
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1718,"Kennedy","Más de 55 años","Estrato 3",74,"Esposo(a) o compañero(a)","Independiente","Masculino","Ha Aumentado","Inseguro","1","Calles","Muy Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Hurto a residencias","Vandalismo ","No","Si",NA,NA,NA,NA,NA,NA,NA,"Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regular","No",NA,"Acabar con la corrupción en
la policía","Aumentar el pie de fuerza de
la policía","3. Ni bueno ni malo","3. Ni bueno ni malo","2. Malo","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Regular","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","KennedyEstrato 3",1539.20159375
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1719,"Puente Aranda","De 18 a 25 años","Estrato 3",18,"Otro","Empleado","Masculino","Ha Aumentado","Inseguro","1","Calles","Ni seguro ni inseguro",NA,"Hurto a residencias","Violencia contra la mujer (física, psicológica o económica)","Desaparición forzada","Si","No","5. Por el abuso de autoridad","No","No","No","Si","Si","Si","Páginas oficiales en internet (Alcaldía, Fiscalía, Policía, Medicina legal)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Aumentar las penas","Acabar con la corrupción en
la policía","3. Ni bueno ni malo","1. Muy Malo","3. Ni bueno ni malo","4. Bueno","3. Ni bueno ni malo","1. Pésimo","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","Puente ArandaEstrato 3",1546.75459459459
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1720,"Suba","De 26 a 35 años","Estrato 3",30,"Jefe(a)","Empleado","Femenino","Ha Aumentado","Seguro","1","Puentes peatonales","Muy Inseguro","2. Presencia de personas vulnerables en el sistema (habitantes de calle, vendedores informales)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Desaparición forzada","Violencia contra la mujer (física, psicológica o económica)","No","Si",NA,NA,NA,NA,NA,NA,NA,"Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Aumentar la inversión social","1. Muy Malo","3. Ni bueno ni malo","1. Muy Malo","4. Bueno","3. Ni bueno ni malo","2. Malo","Si sabe",NA,"Si","No","Si","Todos los días",NA,NA,NA,NA,NA,NA,"No",NA,NA,"Si","SubaEstrato 3",1538.0994265233
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1721,"Antonio Nariño","De 18 a 25 años","Estrato 3",19,"Jefe(a)","Empleado","Masculino","Ha disminuido","Seguro","0","Semáforos","Muy Seguro",NA,"Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Homicidio","Vandalismo ","No","Si",NA,NA,NA,NA,NA,NA,NA,"Periódicos (Impresos o digitales)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Aumentar el pie de fuerza de
la policía","Generar políticas de reactivación económica","4. Bueno","3. Ni bueno ni malo","3. Ni bueno ni malo","4. Bueno","3. Ni bueno ni malo","5 Excelente","No Sabe",NA,NA,NA,NA,"Todos los días",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","Antonio NariñoEstrato 3",1547.73736170213
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1722,"Barrios Unidos","De 46 a 55 años","Estrato 3",46,"Jefe(a)","Empleado","Masculino","Ha Aumentado","Inseguro","1","Puentes peatonales","Muy Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Hurto a personas (Atraco, cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Vandalismo ","Hurto a residencias","Si","Si",NA,NA,NA,NA,NA,NA,NA,"Noticieros de televisión","Si","No","No","No","Si","No","No","No","No","No","No","No","No","No","No","No","No","No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No Sabe","Si",NA,"No","Si","Si","No","No","No","Si","No","Si","No","No","No","No","No","No","No","No","No","No","No","No","No tuve relación","Si","5. Muy buena","Acabar con la corrupción en
la policía","Aumentar las penas","3. Ni bueno ni malo","3. Ni bueno ni malo","2. Malo","2. Malo","2. Malo","1. Pésimo","No Sabe",NA,NA,NA,NA,"Algunos días de la semana",NA,NA,NA,NA,NA,NA,"Si",1,"3 Ni bien ni mal","Si","Barrios UnidosEstrato 3",1534.23257142857
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1723,"Suba","De 36 a 45 años","Estrato 3",36,"Jefe(a)","Empleado","Masculino","Ha Aumentado","Inseguro","1","Paraderos","Muy Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Venta de drogas","Vandalismo ","Trata de personas ","Si","No","4. Por la corrupción","Si","No","Si","No Aplica","Si","Si","Comentarios de la gente (voz a voz)","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Si","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Regular","Si","3. Ni bueno ni mal","Aumentar las penas","Construir más cárceles","1. Muy Malo","2. Malo","1. Muy Malo","3. Ni bueno ni malo","3. Ni bueno ni malo","3. Regular","Si sabe",NA,"No","No","Si","De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"Si",1,"1 Muy Mal","No","SubaEstrato 3",1538.0994265233
"o   020SEG_Percepción_y_Victimización_en_Bogotá",1724,"Suba","De 26 a 35 años","Estrato 2",33,"Hijo(a) o Hijastro(a)","Empleado","Femenino","Ha Aumentado","Inseguro","1","Puentes peatonales","Inseguro","8. Hurtos (atraco, cosquilleo, raponazo)","Feminicidio (Asesinato de mujeres)","Violencia Intrafamiliar","Hurto a personas (Atraco,
cosquilleo, raponazo, fraude, engaño, paseo millonario, etc)","Si","No","5. Por el abuso de autoridad","Si","Si","No","No Aplica","No Aplica","Si","Noticieros de televisión","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No","No",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"No tuve relación","No",NA,"Acabar con la corrupción en
la policía","Construir más cárceles","1. Muy Malo","2. Malo","1. Muy Malo","1. Muy Malo","1. Muy Malo","1. Pésimo","No Sabe",NA,NA,NA,NA,"De vez en cuando en el mes",NA,NA,NA,NA,NA,NA,"No",NA,NA,"No","SubaEstrato 2",1534.59641314554
